"","Age","Education"," Country","Ethnicity","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Class"
"401",0.49788,0.45468,0.96082,-0.31685,-0.34799,0.63779,0.58331,-0.30172,-0.00665,0.88113,0.7654,1
"402",-0.95197,0.45468,0.96082,-0.31685,-0.79151,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,1
"403",-0.07854,-0.05921,-0.57009,-0.31685,1.23461,-0.57545,0.88309,-0.01729,-0.89891,0.88113,0.7654,1
"404",-0.07854,-0.61113,-0.57009,-0.31685,0.52135,1.93886,1.43533,-0.30172,0.93949,-0.71126,1.2247,1
"405",-0.07854,1.16365,-0.57009,-0.31685,2.127,0.47617,1.88511,-2.78793,-1.25773,1.86203,1.92173,1
"406",-0.95197,-0.61113,-0.57009,-0.31685,0.82562,-0.30033,0.58331,-0.91699,-0.89891,0.88113,0.7654,1
"407",-0.95197,-1.7379,0.96082,-0.31685,0.41667,-0.94779,1.06238,0.59042,-1.0145,0.52975,0.7654,1
"408",1.09449,-1.22751,0.96082,-0.31685,0.22393,0.63779,-0.01928,-0.45321,-0.40581,1.86203,1.2247,1
"409",1.82213,-0.61113,-0.57009,-0.31685,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,1
"410",-0.95197,-0.61113,-0.57009,-0.31685,1.37297,-0.94779,0.7233,0.28783,-0.78155,0.52975,1.2247,1
"411",-0.07854,1.16365,-0.57009,-0.31685,0.13606,-0.94779,1.43533,0.13136,0.58489,0.52975,1.92173,1
"412",-0.95197,0.45468,-0.57009,-0.31685,0.52135,0.63779,0.14143,-1.07533,1.30612,-0.21712,0.40148,1
"413",-0.95197,-1.7379,0.24923,-0.31685,-0.05188,-1.92173,1.65653,-0.01729,-0.40581,-0.71126,-0.52593,1
"414",-0.95197,-0.61113,-0.57009,-0.31685,-0.79151,0.32197,1.88511,-1.07533,-0.78155,-0.21712,0.40148,1
"415",-0.07854,0.45468,-0.57009,-0.31685,0.91093,-0.80615,1.06238,-0.45321,1.13407,0.88113,1.92173,1
"416",-0.07854,1.98437,-0.57009,-0.31685,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,1
"417",-0.95197,-0.61113,0.96082,-0.31685,1.49158,-1.37639,-2.63199,1.81866,-1.25773,0.52975,-1.18084,1
"418",-0.95197,1.16365,-0.57009,-0.31685,0.22393,1.58487,0.14143,-1.6209,-1.0145,0.52975,0.40148,1
"419",-0.95197,-0.61113,-0.57009,-0.31685,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,1
"420",-0.07854,-0.61113,-0.28519,-0.31685,1.02119,-2.72827,0.14143,-0.01729,-0.14277,0.19268,0.07987,1
"421",-0.95197,-0.61113,-0.57009,-0.31685,-0.67825,3.27393,1.88511,-0.01729,-0.78155,0.52975,1.2247,1
"422",-0.95197,-1.22751,0.24923,-0.31685,0.22393,0.32197,0.14143,-0.91699,-0.27607,-0.71126,0.07987,1
"423",-0.95197,-2.43591,-0.57009,-0.31685,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,1
"424",-0.95197,-0.61113,-0.57009,-0.31685,-1.32828,2.32338,-2.39883,-1.47955,-1.38502,1.86203,1.2247,1
"425",-0.95197,-1.22751,-0.28519,-0.31685,0.82562,1.11406,1.65653,1.2861,0.25953,0.88113,1.2247,1
"426",-0.95197,0.45468,-0.57009,0.126,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.2247,1
"427",-0.95197,-1.22751,-0.57009,-0.31685,-0.79151,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,1
"428",-0.07854,0.45468,-0.09765,-0.31685,0.73545,-0.69509,1.24033,0.94156,0.41594,0.52975,0.7654,1
"429",-0.95197,-0.61113,-0.57009,-0.31685,-0.14882,1.2861,-0.31776,-2.07848,0.41594,-0.21712,0.40148,1
"430",-0.07854,-0.61113,0.96082,-0.31685,-2.52197,2.32338,0.29338,-1.47955,0.58489,0.88113,1.2247,1
"431",-0.07854,-0.61113,-0.57009,-0.31685,0.31287,-2.5383,-0.84732,-1.6209,-2.57309,0.88113,0.07987,1
"432",-0.95197,-0.61113,-0.57009,-0.31685,-0.14882,0.47617,-0.17779,-1.07533,0.12331,-0.71126,1.2247,1
"433",-0.95197,-0.61113,0.96082,-0.31685,-0.05188,-0.69509,0.29338,-2.21844,-1.25773,0.19268,0.7654,1
"434",-0.07854,1.16365,0.96082,-0.31685,-2.42317,0.32197,-2.21069,2.03972,2.04506,-0.21712,-0.52593,1
"435",-0.95197,-0.61113,-0.57009,-0.31685,0.04257,-0.57545,1.24033,0.76096,-1.13788,-0.71126,0.7654,1
"436",-0.07854,0.45468,0.24923,-0.31685,1.13281,0.16767,-0.31776,0.43852,-0.78155,0.52975,0.7654,1
"437",-0.95197,-0.61113,-0.57009,-0.31685,-3.15735,0.47617,1.24033,1.11406,-1.13788,0.88113,0.7654,1
"438",-0.95197,-0.61113,0.96082,-0.31685,-1.05308,2.57309,0.29338,-1.21213,-1.25773,1.86203,0.7654,1
"439",-0.95197,-0.61113,-0.57009,-0.31685,-0.14882,0.47617,0.88309,-0.76096,0.25953,-0.71126,-0.21575,1
"440",-0.95197,-0.61113,0.96082,-0.31685,-1.05308,1.11406,0.88309,-1.34289,-1.38502,-0.71126,1.2247,1
"441",-0.95197,0.45468,-0.57009,-0.31685,-0.34799,0.32197,-0.17779,-0.15487,0.12331,0.88113,1.2247,1
"442",-0.95197,-0.61113,-0.57009,-0.31685,0.62967,0.63779,0.44585,0.13136,-2.57309,1.86203,1.2247,1
"443",0.49788,-1.7379,0.96082,-0.31685,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,1.29221,0.7654,1
"444",0.49788,0.45468,0.24923,-0.31685,0.22393,0.00332,-0.17779,-0.60633,-0.52745,0.88113,0.7654,1
"445",-0.95197,1.98437,0.96082,-0.31685,-0.92104,1.74091,1.65653,1.61108,-0.52745,-0.21712,1.2247,1
"446",-0.95197,-1.22751,-0.57009,-0.31685,0.22393,-1.7625,0.44585,0.43852,-1.38502,-1.37983,-0.84637,1
"447",-0.95197,-1.43719,-0.57009,-0.31685,1.23461,1.11406,1.06238,-1.47955,0.12331,0.88113,1.92173,1
"448",-0.95197,-0.61113,-0.57009,-0.31685,-0.92104,0.47617,0.14143,1.45039,-0.27607,-0.21712,1.2247,1
"449",-0.95197,1.16365,0.96082,-0.31685,-1.43907,2.57309,0.44585,-0.76096,0.58489,0.88113,1.92173,1
"450",-0.07854,-0.61113,-0.28519,-0.31685,1.60383,-0.30033,1.06238,1.45039,-1.78169,1.86203,0.07987,1
"451",-0.95197,0.45468,-0.57009,-0.31685,0.73545,-1.09207,-1.27553,-0.45321,-0.40581,0.52975,0.40148,1
"452",-0.95197,-0.61113,-0.57009,-0.31685,0.62967,-1.6334,-1.27553,-0.01729,-0.89891,1.86203,1.2247,1
"453",-0.95197,0.45468,-0.57009,-0.31685,0.04257,-1.09207,0.14143,-1.34289,-0.00665,-0.21712,-0.84637,1
"454",-0.95197,0.45468,0.96082,-0.31685,0.91093,0.16767,0.58331,-0.60633,-1.25773,0.19268,1.2247,1
"455",1.09449,-0.05921,-0.57009,-0.31685,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,1
"456",-0.95197,-1.22751,-0.28519,-0.31685,-1.1943,-0.43999,0.58331,0.28783,-0.00665,-0.71126,-0.21575,1
"457",-0.95197,-1.22751,-0.57009,-0.31685,-0.92104,-1.23177,-0.71727,-1.07533,0.58489,-0.71126,-0.52593,1
"458",-0.07854,1.16365,0.96082,-0.31685,-0.79151,0.80523,1.24033,1.2861,0.41594,0.19268,1.2247,1
"459",-0.95197,-0.61113,-0.57009,-0.31685,0.82562,-0.43999,0.88309,0.43852,-0.52745,0.52975,1.2247,1
"460",-0.95197,-0.61113,0.96082,-0.31685,0.73545,-1.6334,0.88309,-1.21213,-1.64101,-1.37983,-0.52593,1
"461",-0.95197,-1.22751,-0.57009,-0.31685,0.52135,1.2861,1.24033,-0.45321,-0.52745,1.86203,0.7654,1
"462",-0.95197,0.45468,-0.57009,-0.31685,0.22393,-1.23177,0.29338,-0.45321,-1.13788,0.19268,-1.18084,1
"463",0.49788,0.45468,-0.57009,-0.31685,-0.34799,-1.09207,0.29338,-0.30172,1.30612,-0.21712,-0.21575,1
"464",-0.95197,-0.61113,0.96082,0.1144,-1.43907,0.00332,0.14143,0.13136,-0.27607,-0.71126,0.07987,1
"465",0.49788,0.45468,-0.09765,-0.31685,-0.05188,-0.57545,-0.97631,-0.60633,0.41594,-1.37983,-2.07848,1
"466",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,-0.43999,-0.01928,-1.772,-1.0145,0.88113,0.7654,1
"467",-0.95197,-0.05921,0.24923,-0.31685,0.41667,0.16767,-0.31776,-0.91699,0.41594,0.88113,0.40148,1
"468",-0.95197,-1.7379,-0.28519,-0.31685,0.52135,-0.80615,-0.97631,-0.76096,-0.27607,0.52975,0.40148,1
"469",-0.07854,-0.61113,-0.28519,-0.31685,0.62967,0.80523,1.06238,-0.45321,-1.78169,1.29221,0.7654,1
"470",-0.07854,-0.61113,0.96082,-0.31685,-0.92104,0.96248,0.88309,0.13136,-0.65253,0.19268,1.92173,1
"471",1.09449,1.16365,0.96082,-0.31685,-0.46725,2.127,2.44904,1.61108,0.12331,1.29221,0.40148,1
"472",-0.95197,-0.61113,-0.57009,-0.31685,2.127,-2.72827,-1.27553,0.28783,-1.92173,0.52975,1.2247,1
"473",0.49788,0.45468,0.96082,-0.31685,-0.34799,-0.30033,0.14143,-0.30172,-1.64101,-0.21712,-0.84637,1
"474",0.49788,-0.61113,0.96082,-0.31685,0.82562,0.47617,1.43533,0.13136,-2.30408,1.29221,1.2247,1
"475",-0.95197,-0.61113,-0.57009,-0.31685,0.62967,0.47617,1.06238,1.81866,0.25953,-0.21712,0.40148,1
"476",-0.95197,-1.43719,-0.57009,-0.31685,0.13606,0.32197,0.44585,-1.21213,-0.40581,1.86203,0.07987,1
"477",1.09449,-0.61113,-0.57009,-0.31685,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247,1
"478",0.49788,1.16365,0.96082,-0.31685,-0.24649,-0.30033,-0.71727,-0.76096,0.12331,1.29221,0.07987,1
"479",-0.07854,0.45468,0.96082,-0.31685,0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148,1
"480",-0.07854,1.16365,0.96082,-0.31685,1.02119,0.96248,-0.97631,-0.60633,-0.14277,-1.37983,-1.18084,1
"481",-0.95197,-0.05921,-0.28519,-0.31685,-0.58016,0.00332,0.14143,-0.30172,-1.64101,0.88113,0.7654,1
"482",-0.95197,-0.61113,-0.09765,-0.31685,-0.24649,0.16767,0.58331,-0.45321,-0.00665,0.19268,0.7654,1
"483",-0.95197,0.45468,0.96082,-0.31685,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,-1.37983,-0.84637,1
"484",-0.95197,1.16365,0.96082,-0.31685,-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.2247,1
"485",-0.95197,-0.61113,-0.57009,-1.10702,-1.55078,1.2861,1.06238,-1.47955,0.93949,-0.21712,0.7654,1
"486",-0.07854,-0.61113,-0.57009,-0.31685,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,1
"487",-0.95197,-0.61113,-0.57009,-0.31685,-0.58016,0.47617,2.15324,1.2861,0.41594,0.19268,0.7654,1
"488",-0.95197,-1.22751,0.96082,-0.31685,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,1
"489",0.49788,1.16365,0.96082,-0.31685,-1.05308,0.16767,0.44585,-0.30172,0.58489,-0.21712,-0.21575,1
"490",-0.95197,0.45468,0.96082,-1.10702,0.13606,0.00332,-0.45174,-0.76096,0.7583,0.19268,-0.21575,1
"491",-0.07854,-0.61113,0.96082,-0.31685,-1.05308,0.00332,-0.31776,0.43852,-0.78155,0.19268,0.40148,1
"492",-0.95197,0.45468,0.96082,-0.31685,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,1
"493",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987,1
"494",0.49788,-0.05921,-0.57009,-0.31685,1.60383,-1.7625,-0.01928,0.13136,-1.5184,0.88113,-0.52593,1
"495",-0.95197,0.45468,-0.57009,-0.31685,0.41667,-0.30033,0.44585,-0.91699,0.25953,0.52975,0.40148,1
"496",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,-1.7625,0.58331,-0.15487,-2.57309,0.88113,-0.21575,1
"497",-0.95197,-0.61113,0.24923,-0.31685,-0.79151,0.00332,2.44904,0.76096,-1.5184,0.88113,1.92173,1
"498",-0.95197,-0.61113,-0.57009,-0.31685,2.28554,-0.69509,0.29338,0.13136,-0.78155,0.52975,0.7654,1
"499",0.49788,-0.61113,-0.57009,-0.31685,0.91093,-1.37639,-1.42424,-0.45321,-0.78155,0.19268,-2.07848,1
"500",-0.95197,-0.61113,-0.57009,-0.31685,-0.46725,-1.6334,0.44585,-1.07533,0.12331,-0.21712,-0.21575,1
"501",1.09449,-1.22751,0.96082,-0.31685,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,1
"502",-0.95197,-0.61113,0.24923,-0.31685,-1.1943,1.45421,0.44585,-0.60633,-0.00665,1.29221,0.40148,1
"503",-0.07854,-0.61113,-0.57009,-0.31685,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,1
"504",-0.07854,0.45468,-0.57009,-0.31685,-0.46725,0.47617,1.43533,-0.30172,-0.40581,0.19268,0.7654,1
"505",-0.95197,-0.61113,-0.57009,0.1144,0.73545,0.32197,1.43533,-0.01729,-0.78155,1.86203,1.92173,1
"506",0.49788,-0.61113,0.96082,-0.31685,-1.32828,0.16767,0.58331,1.2861,-0.65253,0.88113,0.07987,1
"507",-0.95197,-0.61113,0.21128,-0.31685,1.60383,-0.80615,-0.71727,-1.21213,-2.18109,-0.21712,0.07987,1
"508",-0.07854,1.16365,-0.57009,-0.31685,0.31287,-0.80615,-0.01928,-0.91699,1.13407,1.86203,1.92173,1
"509",-0.07854,1.98437,0.96082,-0.31685,-0.92104,0.47617,1.43533,1.11406,-0.52745,0.19268,0.07987,1
"510",-0.95197,-0.61113,0.96082,-0.31685,0.62967,-0.30033,-0.58331,-1.21213,1.46191,-0.71126,1.2247,1
"511",-0.95197,-0.61113,-0.09765,-0.31685,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,1
"512",-0.95197,0.45468,-0.57009,-0.31685,-0.67825,0.32197,0.44585,0.76096,0.12331,1.29221,1.92173,1
"513",-0.07854,0.45468,0.96082,-0.31685,1.23461,-0.30033,0.88309,0.43852,-0.00665,0.19268,0.07987,1
"514",-0.07854,0.45468,-0.57009,-0.31685,-1.05308,-1.50796,0.14143,0.28783,0.25953,-0.21712,0.7654,1
"515",-0.07854,0.45468,0.96082,-0.31685,1.23461,-1.7625,-0.31776,0.13136,0.41594,-1.37983,-0.21575,1
"516",-0.95197,-0.61113,-0.28519,-0.31685,-0.58016,-0.15487,0.29338,-1.6209,-1.38502,0.19268,0.40148,1
"517",-0.95197,-0.61113,-0.57009,-0.31685,-0.34799,-0.69509,-0.58331,0.28783,-1.13788,-0.21712,-0.52593,1
"518",-0.95197,-1.22751,0.24923,-0.31685,0.22393,1.45421,2.15324,-0.30172,-1.0145,1.86203,1.92173,1
"519",-0.95197,0.45468,0.96082,-0.31685,0.73545,-0.15487,-0.84732,0.59042,-1.0145,0.52975,0.07987,1
"520",-0.95197,-0.05921,-0.57009,-0.31685,1.02119,-2.11437,-0.17779,0.43852,-0.00665,-1.37983,-0.84637,1
"521",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,1.86203,1.2247,1
"522",-0.95197,-0.61113,0.96082,-0.31685,0.22393,-0.15487,-0.31776,-0.60633,0.41594,-0.21712,-0.52593,1
"523",-0.95197,-0.61113,-0.57009,-0.31685,0.13606,1.45421,1.24033,-1.21213,-0.78155,0.52975,0.7654,1
"524",-0.95197,-1.22751,-0.09765,-0.31685,1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,1
"525",-0.95197,0.45468,-0.28519,-0.31685,-1.86962,1.11406,0.7233,-0.30172,1.30612,-0.21712,0.40148,1
"526",-0.95197,-0.61113,-0.57009,-0.31685,-0.24649,0.16767,-0.97631,0.59042,0.93949,0.88113,0.40148,1
"527",0.49788,-0.61113,0.96082,-0.31685,1.23461,0.63779,1.43533,0.43852,-0.65253,1.86203,-0.52593,1
"528",-0.07854,-1.7379,0.96082,-0.31685,-0.34799,0.00332,-0.58331,-0.91699,0.7583,0.52975,0.40148,1
"529",2.59171,-0.05921,0.96082,-0.31685,-0.24649,-0.94779,-1.11902,-0.76096,0.41594,-1.37983,-0.21575,1
"530",-0.95197,-0.61113,-0.57009,-0.31685,-1.32828,-0.30033,0.14143,1.2861,1.13407,0.19268,-0.21575,1
"531",-0.95197,-0.61113,-0.57009,-0.31685,-1.55078,0.96248,1.65653,-0.01729,-0.14277,1.29221,0.7654,1
"532",1.09449,-0.61113,0.24923,-0.31685,1.23461,-0.57545,0.29338,-1.21213,-1.13788,1.29221,0.40148,1
"533",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,-2.03972,-0.71727,1.11406,-1.25773,0.88113,0.40148,1
"534",-0.95197,0.45468,0.96082,-0.31685,0.62967,0.00332,0.14143,0.59042,0.12331,-0.21712,0.07987,1
"535",-0.07854,1.16365,0.96082,-0.31685,0.31287,0.63779,0.7233,1.61108,0.25953,-0.21712,1.92173,1
"536",0.49788,-0.05921,-0.09765,-0.31685,-1.32828,0.16767,1.65653,1.11406,0.25953,1.29221,0.7654,1
"537",-0.07854,-0.61113,-0.57009,-0.31685,-0.67825,0.63779,-0.45174,-0.45321,0.25953,0.88113,0.40148,1
"538",0.49788,-0.61113,0.96082,-0.31685,0.04257,-0.15487,0.7233,0.13136,-0.40581,-0.21712,-0.21575,1
"539",1.09449,1.16365,0.96082,-0.31685,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,1.86203,-0.52593,1
"540",-0.95197,-0.61113,0.96082,-0.31685,-0.67825,0.00332,-0.45174,-0.91699,0.25953,0.52975,1.92173,1
"541",-0.07854,1.98437,-0.09765,-0.31685,0.13606,-0.43999,-1.55521,-0.01729,0.93949,-1.37983,-1.54858,1
"542",-0.07854,1.16365,0.96082,-0.31685,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987,1
"543",-0.95197,-0.61113,-0.57009,-0.31685,-3.46436,0.47617,-0.01928,1.2861,2.04506,-0.21712,0.7654,1
"544",-0.95197,-1.22751,-0.57009,-0.31685,1.02119,-0.43999,1.43533,-1.07533,0.12331,-0.71126,0.40148,1
"545",-0.07854,-0.61113,0.24923,0.1144,-0.14882,-0.57545,1.43533,-0.91699,-0.78155,0.52975,0.40148,1
"546",-0.07854,-1.22751,-0.28519,-0.31685,0.22393,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.7654,1
"547",-0.95197,0.45468,-0.57009,-0.31685,1.60383,-0.94779,1.24033,-0.91699,-1.38502,2.90161,1.92173,1
"548",-0.07854,0.45468,-0.46841,-0.31685,0.22393,0.00332,-0.17779,1.61108,0.93949,-1.37983,-0.21575,1
"549",-0.07854,1.16365,-0.57009,-0.31685,-0.79151,1.11406,-0.17779,0.13136,0.41594,-0.21712,0.07987,1
"550",-0.95197,-0.61113,-0.57009,0.1144,-0.46725,0.80523,2.15324,0.76096,-0.27607,-1.37983,-0.84637,1
"551",-0.95197,-0.61113,-0.57009,-0.31685,-0.46725,-0.15487,0.58331,1.81866,-0.52745,-0.71126,-0.84637,1
"552",0.49788,-0.05921,-0.57009,0.1144,1.23461,-2.11437,0.7233,-1.92595,-0.40581,2.90161,0.7654,1
"553",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,0.47617,1.43533,1.61108,-0.65253,0.88113,0.7654,1
"554",-0.95197,-0.61113,-0.57009,-0.31685,0.13606,-0.94779,-0.01928,0.43852,0.7583,-0.21712,-0.52593,1
"555",-0.07854,-0.05921,-0.57009,-0.31685,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654,1
"556",-0.95197,-0.61113,-0.28519,-0.31685,-0.24649,-1.09207,0.29338,-0.45321,-1.0145,-1.37983,0.7654,1
"557",1.09449,0.45468,-0.57009,-0.31685,-1.1943,0.63779,2.44904,0.76096,1.30612,-1.37983,0.07987,1
"558",-0.95197,-0.61113,-0.28519,-0.31685,-0.14882,0.32197,1.24033,-0.45321,-0.89891,0.52975,1.2247,1
"559",-0.95197,-0.61113,0.96082,-0.31685,-0.79151,1.11406,-0.01928,1.2861,2.04506,0.88113,0.40148,1
"560",0.49788,1.98437,-0.28519,-0.31685,-0.34799,-0.43999,1.24033,0.13136,-1.5184,0.52975,0.40148,1
"561",-0.07854,-0.61113,-0.57009,-0.31685,0.82562,-1.09207,0.44585,-0.60633,1.13407,0.88113,-0.21575,1
"562",-0.95197,-0.61113,-0.57009,-0.31685,1.23461,-1.23177,1.06238,-0.30172,-2.30408,0.88113,-0.21575,1
"563",-0.95197,-0.61113,-0.57009,-0.31685,0.73545,-0.30033,-0.71727,0.43852,-0.89891,-0.21712,-0.21575,1
"564",0.49788,-0.05921,0.21128,-0.31685,0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.7654,1
"565",-0.07854,-0.61113,-0.57009,-0.31685,-0.24649,-1.09207,2.44904,-0.91699,-0.65253,1.29221,0.7654,1
"566",-0.07854,0.45468,0.96082,-0.31685,-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.54858,1
"567",-0.07854,1.16365,-0.57009,-0.31685,0.22393,-0.69509,0.29338,-0.01729,-1.0145,-0.71126,-1.18084,1
"568",-0.95197,-0.61113,-0.57009,-0.31685,0.91093,-0.80615,0.14143,0.59042,-0.14277,-0.21712,0.7654,1
"569",-0.07854,0.45468,-0.57009,-0.31685,1.98437,0.63779,1.43533,-1.07533,-0.65253,1.29221,1.2247,1
"570",0.49788,-0.05921,-0.28519,-0.31685,0.82562,-0.57545,0.14143,-0.76096,0.12331,1.29221,0.07987,1
"571",-0.95197,-0.61113,-0.57009,0.1144,-0.92104,1.2861,-0.45174,-0.60633,-0.00665,0.88113,1.2247,1
"572",-0.95197,-0.61113,-0.57009,-0.31685,1.23461,-1.23177,0.44585,-0.01729,0.25953,-1.37983,-1.54858,1
"573",-0.95197,0.45468,-0.57009,-0.31685,0.31287,-0.15487,-0.58331,-0.30172,1.30612,-0.71126,-0.52593,1
"574",-0.07854,-0.61113,-0.28519,-0.31685,-2.52197,0.32197,0.7233,2.46262,-0.00665,1.29221,0.7654,1
"575",-0.07854,0.45468,0.96082,-0.31685,0.04257,1.58487,1.24033,1.2861,0.58489,1.29221,0.40148,1
"576",-0.95197,-0.61113,-0.57009,0.1144,1.49158,0.00332,0.29338,0.76096,-0.14277,-0.21712,0.7654,1
"577",-0.95197,-1.22751,-0.57009,0.126,0.41667,0.47617,-0.31776,-1.34289,-0.27607,0.52975,1.2247,1
"578",-0.07854,1.16365,0.96082,-0.31685,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,1
"579",-0.95197,-1.22751,0.24923,-0.31685,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,1
"580",-0.95197,1.16365,0.96082,-0.31685,0.13606,0.32197,-0.97631,1.61108,0.93949,-0.71126,-1.18084,1
"581",-0.07854,0.45468,-0.57009,-0.31685,0.52135,-0.57545,0.7233,-1.6209,0.41594,-0.21712,0.40148,1
"582",-0.95197,1.16365,0.96082,-0.31685,0.41667,0.00332,0.29338,-0.60633,0.12331,0.88113,0.07987,1
"583",-0.95197,-0.61113,-0.57009,-0.31685,-0.46725,0.80523,1.65653,0.94156,-1.38502,1.29221,0.40148,1
"584",-0.95197,-1.22751,-0.57009,-0.31685,1.02119,1.45421,2.44904,-0.45321,1.13407,0.52975,0.7654,1
"585",-0.07854,0.45468,0.96082,-0.31685,-1.1943,1.74091,1.43533,0.76096,-0.00665,0.88113,1.2247,1
"586",-0.95197,-0.61113,-0.57009,-0.31685,-0.14882,-1.6334,0.29338,-0.60633,-0.27607,-0.71126,0.40148,1
"587",-0.95197,-0.61113,-0.57009,-0.31685,-2.75696,1.11406,1.06238,1.61108,-0.52745,0.19268,0.40148,1
"588",-0.95197,-0.61113,-0.57009,-0.31685,-0.92104,1.45421,1.65653,-0.01729,-0.52745,1.86203,1.92173,1
"589",-0.95197,-0.61113,-0.57009,-0.31685,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,1
"590",-0.95197,-0.61113,0.24923,-0.31685,1.98437,0.00332,2.15324,-0.45321,-0.65253,0.88113,0.7654,1
"591",-0.95197,-0.61113,-0.57009,-0.31685,-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,1
"592",0.49788,1.16365,0.96082,-0.31685,-0.79151,0.63779,-0.84732,-1.07533,0.25953,-0.71126,-0.21575,1
"593",0.49788,0.45468,-0.57009,-0.31685,1.02119,-0.30033,1.06238,-1.07533,0.41594,-1.37983,-0.84637,1
"594",0.49788,-0.05921,-0.57009,-0.31685,1.8399,-0.94779,0.14143,-1.47955,-1.25773,0.88113,-0.52593,1
"595",0.49788,0.45468,-0.57009,-0.31685,-2.05048,0.47617,0.58331,-1.34289,-0.52745,0.52975,0.07987,1
"596",-0.07854,-0.61113,-0.57009,-0.31685,-0.14882,0.47617,0.7233,-0.60633,0.25953,-0.21712,1.2247,1
"597",-0.07854,-0.05921,-0.57009,-0.31685,2.46262,0.16767,0.14143,-1.21213,-1.5184,1.86203,1.92173,1
"598",-0.95197,1.16365,0.96082,-0.22166,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,1
"599",-0.95197,0.45468,-0.57009,-0.31685,0.52135,-0.94779,-0.45174,-0.15487,-0.14277,-0.21712,0.07987,1
"600",-0.95197,-0.61113,0.21128,-0.31685,1.60383,-0.57545,-0.17779,-1.6209,-0.65253,-0.71126,0.7654,1
